timestamp,rpm,temperature,humidity,current,vibration,status,data_source
2026-08-20T08:30:00,1524.7,35.5,62.9,0.71,0.099,0,synthetic
2026-08-20T08:31:00,1455.1,36.4,60.8,0.7,0.104,0,synthetic
2026-08-20T08:32:00,1462.5,35.1,57.3,0.74,0.087,0,synthetic
2026-08-20T08:33:00,1496.3,36.4,60.4,0.7,0.056,0,synthetic
2026-08-20T08:34:00,1513.0,33.9,62.9,0.69,0.096,0,synthetic
2026-08-20T08:35:00,1513.4,35.8,61.4,0.7,0.102,0,synthetic
2026-08-20T08:36:00,1514.1,35.9,65.0,0.74,0.102,0,synthetic
2026-08-20T08:37:00,1482.8,35.3,60.4,0.76,0.114,0,synthetic
2026-08-20T08:38:00,1505.9,35.6,61.7,0.73,0.104,0,synthetic
2026-08-20T08:39:00,1521.4,34.1,59.7,0.73,0.119,0,synthetic
2026-08-20T08:40:00,1536.2,35.0,59.4,0.71,0.083,0,synthetic
2026-08-20T08:41:00,1484.3,35.5,60.4,0.71,0.072,0,synthetic
2026-08-20T08:42:00,1481.8,36.6,60.9,0.77,0.11,0,synthetic
2026-08-20T08:43:00,1517.1,35.0,62.4,0.69,0.118,0,synthetic
2026-08-20T08:44:00,1476.5,34.6,58.8,0.69,0.112,0,synthetic
2026-08-20T08:45:00,1472.7,35.4,57.8,0.75,0.075,0,synthetic
2026-08-20T08:46:00,1486.1,35.7,55.5,0.74,0.105,0,synthetic
2026-08-20T08:47:00,1460.7,35.6,60.8,0.73,0.069,0,synthetic
2026-08-20T08:48:00,1513.6,35.3,58.1,0.71,0.093,0,synthetic
2026-08-20T08:49:00,1506.3,35.9,56.2,0.73,0.069,0,synthetic
2026-08-20T08:50:00,1479.7,35.4,61.0,0.71,0.099,0,synthetic
2026-08-20T08:51:00,1528.6,36.2,66.0,0.75,0.074,0,synthetic
2026-08-20T08:52:00,1507.7,35.5,60.2,0.75,0.14,0,synthetic
2026-08-20T08:53:00,1520.9,35.1,62.9,0.72,0.1,0,synthetic
2026-08-20T08:54:00,1483.6,34.9,60.5,0.77,0.11,0,synthetic
2026-08-20T08:55:00,1458.0,34.5,59.9,0.74,0.118,0,synthetic
2026-08-20T08:56:00,1539.1,35.9,63.4,0.7,0.079,0,synthetic
2026-08-20T08:57:00,1500.1,35.4,59.0,0.75,0.127,0,synthetic
2026-08-20T08:58:00,1524.6,35.3,62.1,0.77,0.111,0,synthetic
2026-08-20T08:59:00,1489.4,35.7,61.3,0.71,0.107,0,synthetic
2026-08-20T09:00:00,1508.3,34.9,56.6,0.73,0.101,0,synthetic
2026-08-20T09:01:00,1494.1,35.3,61.8,0.73,0.077,0,synthetic
2026-08-20T09:02:00,1535.1,35.4,59.6,0.77,0.091,0,synthetic
2026-08-20T09:03:00,1491.0,34.7,59.0,0.73,0.085,0,synthetic
2026-08-20T09:04:00,1512.6,35.0,61.3,0.7,0.118,0,synthetic
2026-08-20T09:05:00,1516.4,35.4,58.0,0.72,0.109,0,synthetic
2026-08-20T09:06:00,1495.9,35.8,59.7,0.7,0.096,0,synthetic
2026-08-20T09:07:00,1494.3,35.4,60.4,0.71,0.095,0,synthetic
2026-08-20T09:08:00,1420.6,43.6,61.7,0.94,0.232,1,synthetic
2026-08-20T09:09:00,1377.7,43.7,61.1,0.93,0.228,1,synthetic
2026-08-20T09:10:00,1410.8,42.6,59.9,0.95,0.263,1,synthetic
2026-08-20T09:11:00,1360.3,44.4,61.9,1.01,0.209,1,synthetic
2026-08-20T09:12:00,1396.4,44.9,62.7,1.14,0.294,1,synthetic
2026-08-20T09:13:00,1327.8,46.1,60.6,0.98,0.247,1,synthetic
2026-08-20T09:14:00,1385.9,43.8,61.9,0.94,0.35,1,synthetic
2026-08-20T09:15:00,1418.5,44.9,55.4,1.01,0.295,1,synthetic
2026-08-20T09:16:00,1380.2,43.9,57.8,1.03,0.278,1,synthetic
2026-08-20T09:17:00,1449.6,44.9,59.0,1.05,0.278,1,synthetic
2026-08-20T09:18:00,1330.4,44.4,58.5,0.92,0.343,1,synthetic
2026-08-20T09:19:00,1379.5,46.9,59.5,1.09,0.345,1,synthetic
2026-08-20T09:20:00,1400.3,43.4,60.3,0.89,0.339,1,synthetic
2026-08-20T09:21:00,1351.6,43.3,60.5,0.94,0.247,1,synthetic
2026-08-20T09:22:00,1370.8,45.5,61.1,1.03,0.236,1,synthetic
2026-08-20T09:23:00,1372.0,44.1,61.2,0.94,0.271,1,synthetic
2026-08-20T09:24:00,1371.4,45.3,60.5,1.01,0.236,1,synthetic
2026-08-20T09:25:00,1379.2,45.4,57.3,0.93,0.245,1,synthetic
2026-08-20T09:26:00,1367.7,43.7,58.1,1.01,0.197,1,synthetic
2026-08-20T09:27:00,1358.2,43.9,59.5,0.92,0.253,1,synthetic
2026-08-20T09:28:00,1311.7,43.8,54.8,0.85,0.256,1,synthetic
2026-08-20T09:29:00,1372.5,43.7,61.6,0.95,0.336,1,synthetic
2026-08-20T09:30:00,1394.9,42.8,63.6,0.85,0.311,1,synthetic
2026-08-20T09:31:00,1527.4,43.3,62.7,0.85,0.349,1,synthetic
2026-08-20T09:32:00,1388.4,43.8,58.1,0.95,0.257,1,synthetic
2026-08-20T09:33:00,1416.3,44.2,64.2,0.96,0.235,1,synthetic
2026-08-20T09:34:00,1371.3,44.5,61.0,1.0,0.251,1,synthetic
2026-08-20T09:35:00,1454.7,45.1,60.6,0.97,0.307,1,synthetic
2026-08-20T09:36:00,1364.8,44.2,58.9,1.02,0.272,1,synthetic
2026-08-20T09:37:00,1040.2,60.3,60.6,1.44,0.567,2,synthetic
2026-08-20T09:38:00,1089.5,59.8,60.3,1.4,0.479,2,synthetic
2026-08-20T09:39:00,1137.8,56.0,59.9,1.38,0.532,2,synthetic
2026-08-20T09:40:00,1099.7,58.4,60.7,1.39,0.601,2,synthetic
2026-08-20T09:41:00,928.2,59.6,58.0,1.46,0.311,2,synthetic
2026-08-20T09:42:00,1116.5,60.7,59.7,1.54,0.587,2,synthetic
2026-08-20T09:43:00,1159.8,61.3,61.1,1.56,0.531,2,synthetic
2026-08-20T09:44:00,954.0,57.3,63.4,1.38,0.508,2,synthetic
2026-08-20T09:45:00,999.3,58.0,57.4,1.49,0.504,2,synthetic
2026-08-20T09:46:00,867.0,60.3,56.0,1.44,0.441,2,synthetic
2026-08-20T09:47:00,1028.5,60.4,62.1,1.6,0.482,2,synthetic
2026-08-20T09:48:00,1041.1,61.1,55.3,1.6,0.609,2,synthetic
2026-08-20T09:49:00,943.2,57.9,62.4,1.44,0.557,2,synthetic
2026-08-20T09:50:00,1141.3,59.6,56.5,1.52,0.556,2,synthetic
2026-08-20T09:51:00,1026.2,59.8,56.2,1.48,0.451,2,synthetic
2026-08-20T09:52:00,867.4,59.5,61.8,1.35,0.517,2,synthetic
2026-08-20T09:53:00,913.2,60.8,61.0,1.51,0.426,2,synthetic
2026-08-20T09:54:00,1012.5,59.3,58.1,1.61,0.447,2,synthetic
2026-08-20T09:55:00,1103.1,56.4,55.5,1.27,0.323,2,synthetic
2026-08-20T09:56:00,1116.0,60.5,56.7,1.39,0.517,2,synthetic
2026-08-20T09:57:00,988.9,59.0,60.8,1.47,0.586,2,synthetic
2026-08-20T09:58:00,820.9,56.6,57.1,1.37,0.586,2,synthetic
2026-08-20T09:59:00,1508.9,35.4,60.2,0.71,0.103,0,synthetic
2026-08-20T10:00:00,1512.2,35.0,60.5,0.72,0.088,0,synthetic
2026-08-20T10:01:00,1459.0,36.0,62.1,0.75,0.093,0,synthetic
2026-08-20T10:02:00,1472.6,35.6,61.6,0.7,0.094,0,synthetic
2026-08-20T10:03:00,1482.9,34.5,57.7,0.7,0.104,0,synthetic
2026-08-20T10:04:00,1506.3,35.7,61.2,0.71,0.098,0,synthetic
2026-08-20T10:05:00,1506.4,35.9,60.2,0.77,0.1,0,synthetic
2026-08-20T10:06:00,1474.6,36.5,59.4,0.77,0.104,0,synthetic
2026-08-20T10:07:00,1536.4,36.5,57.9,0.74,0.111,0,synthetic
2026-08-20T10:08:00,1524.0,34.9,59.0,0.72,0.061,0,synthetic
2026-08-20T10:09:00,1506.2,34.4,58.3,0.72,0.124,0,synthetic
2026-08-20T10:10:00,1463.6,35.2,59.0,0.74,0.098,0,synthetic
2026-08-20T10:11:00,1525.6,35.1,63.9,0.75,0.112,0,synthetic
2026-08-20T10:12:00,1485.9,35.8,56.7,0.75,0.133,0,synthetic
2026-08-20T10:13:00,1507.2,35.5,55.3,0.68,0.111,0,synthetic
2026-08-20T10:14:00,1476.8,35.1,63.3,0.71,0.094,0,synthetic
2026-08-20T10:15:00,1505.0,36.1,60.9,0.71,0.085,0,synthetic
2026-08-20T10:16:00,1490.3,35.2,58.6,0.7,0.11,0,synthetic
2026-08-20T10:17:00,1514.8,35.9,61.8,0.66,0.126,0,synthetic
2026-08-20T10:18:00,1498.2,35.7,58.8,0.72,0.065,0,synthetic
2026-08-20T10:19:00,1508.9,37.0,63.4,0.75,0.08,0,synthetic
2026-08-20T10:20:00,1516.9,35.3,61.7,0.66,0.098,0,synthetic
2026-08-20T10:21:00,1509.4,34.8,58.3,0.7,0.086,0,synthetic
2026-08-20T10:22:00,1516.8,34.7,63.5,0.71,0.042,0,synthetic
2026-08-20T10:23:00,1467.4,35.9,59.0,0.68,0.102,0,synthetic
2026-08-20T10:24:00,1487.9,35.1,60.6,0.73,0.091,0,synthetic
2026-08-20T10:25:00,1465.0,35.7,60.3,0.71,0.103,0,synthetic
2026-08-20T10:26:00,1481.1,35.9,61.8,0.74,0.074,0,synthetic
2026-08-20T10:27:00,1485.0,35.5,63.5,0.68,0.09,0,synthetic
2026-08-20T10:28:00,1519.6,34.9,59.4,0.74,0.078,0,synthetic
2026-08-20T10:29:00,1526.6,34.7,60.0,0.68,0.118,0,synthetic
2026-08-20T10:30:00,1491.8,35.1,59.7,0.74,0.146,0,synthetic
2026-08-20T10:31:00,1462.4,35.8,59.0,0.74,0.062,0,synthetic
2026-08-20T10:32:00,1503.7,35.9,63.3,0.73,0.104,0,synthetic
2026-08-20T10:33:00,1486.5,34.9,60.6,0.7,0.117,0,synthetic
2026-08-20T10:34:00,1523.7,35.8,59.9,0.68,0.133,0,synthetic
2026-08-20T10:35:00,1535.6,35.2,60.9,0.67,0.09,0,synthetic
2026-08-20T10:36:00,1479.0,35.2,57.5,0.74,0.127,0,synthetic
2026-08-20T10:37:00,1480.2,35.6,58.0,0.69,0.125,0,synthetic
2026-08-20T10:38:00,1491.6,35.7,61.4,0.66,0.079,0,synthetic
2026-08-20T10:39:00,1503.8,35.0,59.4,0.75,0.075,0,synthetic
2026-08-20T10:40:00,1500.2,36.2,57.8,0.81,0.067,0,synthetic
2026-08-20T10:41:00,1515.4,35.8,59.6,0.73,0.085,0,synthetic
2026-08-20T10:42:00,1512.1,36.3,62.7,0.73,0.113,0,synthetic
2026-08-20T10:43:00,1503.0,36.2,62.6,0.69,0.086,0,synthetic
2026-08-20T10:44:00,1495.2,35.0,62.5,0.72,0.082,0,synthetic
2026-08-20T10:45:00,1538.8,34.9,59.0,0.69,0.092,0,synthetic
2026-08-20T10:46:00,1495.7,35.7,56.4,0.69,0.118,0,synthetic
2026-08-20T10:47:00,1527.1,35.8,63.4,0.76,0.103,0,synthetic
2026-08-20T10:48:00,1482.8,35.9,58.1,0.72,0.057,0,synthetic
2026-08-20T10:49:00,1530.1,37.1,59.3,0.71,0.096,0,synthetic
2026-08-20T10:50:00,1528.4,35.5,61.7,0.65,0.126,0,synthetic
2026-08-20T10:51:00,1478.5,35.8,62.0,0.77,0.081,0,synthetic
2026-08-20T10:52:00,1506.8,35.4,61.8,0.69,0.104,0,synthetic
2026-08-20T10:53:00,1521.2,36.3,64.3,0.74,0.107,0,synthetic
2026-08-20T10:54:00,1476.4,35.0,58.4,0.73,0.142,0,synthetic
2026-08-20T10:55:00,1508.3,36.1,63.7,0.72,0.08,0,synthetic
2026-08-20T10:56:00,1503.9,35.0,61.0,0.69,0.069,0,synthetic
2026-08-20T10:57:00,1509.5,34.9,61.2,0.72,0.088,0,synthetic
2026-08-20T10:58:00,1518.3,35.1,64.2,0.67,0.132,0,synthetic
2026-08-20T10:59:00,1473.2,35.4,62.5,0.68,0.097,0,synthetic
2026-08-20T11:00:00,1514.1,36.9,60.3,0.71,0.079,0,synthetic
2026-08-20T11:01:00,1532.6,34.6,62.0,0.71,0.132,0,synthetic
2026-08-20T11:02:00,1489.6,35.7,58.8,0.71,0.109,0,synthetic
2026-08-20T11:03:00,1496.7,34.7,57.5,0.72,0.057,0,synthetic
2026-08-20T11:04:00,1476.9,34.5,57.3,0.67,0.064,0,synthetic
2026-08-20T11:05:00,1539.1,36.0,56.2,0.7,0.104,0,synthetic
2026-08-20T11:06:00,1498.5,35.8,62.8,0.68,0.129,0,synthetic
2026-08-20T11:07:00,1479.5,35.0,57.2,0.71,0.081,0,synthetic
2026-08-20T11:08:00,1543.3,35.5,60.4,0.76,0.104,0,synthetic
2026-08-20T11:09:00,1488.7,35.9,59.6,0.7,0.102,0,synthetic
2026-08-20T11:10:00,1468.5,34.9,62.2,0.7,0.099,0,synthetic
2026-08-20T11:11:00,1472.3,36.2,61.3,0.74,0.13,0,synthetic
2026-08-20T11:12:00,1509.8,35.4,62.1,0.74,0.104,0,synthetic
2026-08-20T11:13:00,1449.4,35.1,60.5,0.74,0.103,0,synthetic
2026-08-20T11:14:00,1486.5,36.2,59.2,0.71,0.14,0,synthetic
2026-08-20T11:15:00,1497.1,35.4,60.1,0.75,0.104,0,synthetic
2026-08-20T11:16:00,1487.9,34.5,58.1,0.72,0.109,0,synthetic
2026-08-20T11:17:00,1521.3,35.6,64.1,0.73,0.128,0,synthetic
2026-08-20T11:18:00,1509.3,35.2,62.8,0.76,0.11,0,synthetic
2026-08-20T11:19:00,1517.8,35.5,61.7,0.74,0.074,0,synthetic
2026-08-20T11:20:00,1502.9,35.4,61.9,0.7,0.103,0,synthetic
2026-08-20T11:21:00,1477.2,35.2,62.0,0.72,0.084,0,synthetic
2026-08-20T11:22:00,1490.4,35.3,58.0,0.68,0.097,0,synthetic
2026-08-20T11:23:00,1541.1,35.9,56.5,0.75,0.092,0,synthetic
2026-08-20T11:24:00,1533.9,35.3,60.9,0.78,0.103,0,synthetic
2026-08-20T11:25:00,1473.3,35.0,58.5,0.71,0.103,0,synthetic
2026-08-20T11:26:00,1498.2,34.8,58.4,0.72,0.101,0,synthetic
2026-08-20T11:27:00,1474.3,35.5,62.3,0.75,0.058,0,synthetic
2026-08-20T11:28:00,1494.0,35.9,61.7,0.64,0.093,0,synthetic
2026-08-20T11:29:00,1489.7,35.5,58.8,0.77,0.113,0,synthetic
2026-08-20T11:30:00,1493.5,34.6,61.0,0.71,0.11,0,synthetic
2026-08-20T11:31:00,1538.7,35.9,63.1,0.74,0.099,0,synthetic
2026-08-20T11:32:00,1523.6,36.4,60.1,0.7,0.101,0,synthetic
2026-08-20T11:33:00,1472.6,36.1,64.8,0.73,0.099,0,synthetic
2026-08-20T11:34:00,1524.4,34.0,61.5,0.69,0.134,0,synthetic
2026-08-20T11:35:00,1509.5,35.4,54.7,0.7,0.108,0,synthetic
2026-08-20T11:36:00,1510.1,36.2,61.0,0.65,0.081,0,synthetic
2026-08-20T11:37:00,1476.5,34.5,59.9,0.71,0.141,0,synthetic
2026-08-20T11:38:00,1529.9,35.5,64.3,0.78,0.098,0,synthetic
2026-08-20T11:39:00,1531.9,35.8,61.2,0.74,0.084,0,synthetic
2026-08-20T11:40:00,1506.6,34.8,60.8,0.76,0.118,0,synthetic
2026-08-20T11:41:00,1506.3,35.1,57.5,0.74,0.129,0,synthetic
2026-08-20T11:42:00,1489.4,34.3,58.1,0.67,0.107,0,synthetic
2026-08-20T11:43:00,1499.4,34.9,57.3,0.74,0.102,0,synthetic
2026-08-20T11:44:00,1504.7,35.5,59.6,0.7,0.056,0,synthetic
2026-08-20T11:45:00,1501.0,34.9,61.9,0.73,0.121,0,synthetic
2026-08-20T11:46:00,1494.1,36.4,62.3,0.76,0.106,0,synthetic
2026-08-20T11:47:00,1505.7,34.3,59.9,0.7,0.087,0,synthetic
2026-08-20T11:48:00,1542.5,35.0,57.7,0.76,0.138,0,synthetic
2026-08-20T11:49:00,1474.1,35.7,60.6,0.7,0.082,0,synthetic
2026-08-20T11:50:00,1521.4,35.7,63.4,0.74,0.146,0,synthetic
2026-08-20T11:51:00,1522.9,34.6,58.6,0.69,0.12,0,synthetic
2026-08-20T11:52:00,1483.5,35.9,60.4,0.7,0.141,0,synthetic
2026-08-20T11:53:00,1484.2,34.9,59.7,0.7,0.122,0,synthetic
2026-08-20T11:54:00,1500.7,35.0,59.0,0.72,0.096,0,synthetic
2026-08-20T11:55:00,1514.7,35.9,62.0,0.69,0.094,0,synthetic
2026-08-20T11:56:00,1472.5,35.5,61.3,0.73,0.06,0,synthetic
2026-08-20T11:57:00,1481.0,34.5,60.3,0.69,0.115,0,synthetic
2026-08-20T11:58:00,1511.9,35.6,58.6,0.7,0.095,0,synthetic
2026-08-20T11:59:00,1505.3,35.1,59.5,0.71,0.107,0,synthetic
2026-08-20T12:00:00,1490.1,35.4,60.8,0.71,0.08,0,synthetic
2026-08-20T12:01:00,1477.7,36.0,58.9,0.73,0.104,0,synthetic
2026-08-20T12:02:00,1508.2,36.0,63.6,0.74,0.109,0,synthetic
2026-08-20T12:03:00,1507.3,34.8,61.0,0.72,0.058,0,synthetic
2026-08-20T12:04:00,1492.8,36.5,61.4,0.7,0.107,0,synthetic
2026-08-20T12:05:00,1474.8,34.4,62.1,0.74,0.112,0,synthetic
2026-08-20T12:06:00,1520.6,35.7,57.1,0.75,0.077,0,synthetic
2026-08-20T12:07:00,1501.5,36.0,56.4,0.72,0.097,0,synthetic
2026-08-20T12:08:00,1477.6,35.8,57.4,0.71,0.104,0,synthetic
2026-08-20T12:09:00,1483.0,35.7,62.4,0.79,0.105,0,synthetic
2026-08-20T12:10:00,1510.7,35.7,59.6,0.75,0.124,0,synthetic
2026-08-20T12:11:00,1493.7,35.3,64.9,0.7,0.107,0,synthetic
2026-08-20T12:12:00,1521.3,35.0,58.8,0.76,0.082,0,synthetic
2026-08-20T12:13:00,1506.2,35.9,60.4,0.7,0.127,0,synthetic
2026-08-20T12:14:00,1471.3,34.8,63.9,0.68,0.106,0,synthetic
2026-08-20T12:15:00,1496.8,35.4,63.9,0.82,0.146,0,synthetic
2026-08-20T12:16:00,1519.9,35.5,63.6,0.77,0.067,0,synthetic
2026-08-20T12:17:00,1410.4,44.0,60.1,1.01,0.323,1,synthetic
2026-08-20T12:18:00,1420.0,44.5,62.8,0.93,0.199,1,synthetic
2026-08-20T12:19:00,1385.7,44.3,59.8,0.95,0.274,1,synthetic
2026-08-20T12:20:00,1365.0,44.3,60.6,1.01,0.293,1,synthetic
2026-08-20T12:21:00,1383.6,44.0,57.4,0.85,0.287,1,synthetic
2026-08-20T12:22:00,1369.5,44.6,57.7,1.0,0.33,1,synthetic
2026-08-20T12:23:00,1321.1,44.9,60.0,0.99,0.362,1,synthetic
2026-08-20T12:24:00,1401.3,44.8,59.9,0.98,0.247,1,synthetic
2026-08-20T12:25:00,1390.6,44.4,58.5,0.92,0.332,1,synthetic
2026-08-20T12:26:00,1425.1,44.3,59.6,0.95,0.249,1,synthetic
2026-08-20T12:27:00,1406.5,42.0,61.8,0.87,0.231,1,synthetic
2026-08-20T12:28:00,1384.7,43.8,60.6,0.96,0.238,1,synthetic
2026-08-20T12:29:00,1370.7,44.5,64.3,1.0,0.245,1,synthetic
2026-08-20T12:30:00,1410.5,43.9,57.7,0.96,0.29,1,synthetic
2026-08-20T12:31:00,1378.6,44.2,58.6,0.97,0.288,1,synthetic
2026-08-20T12:32:00,1341.4,44.2,57.7,0.88,0.231,1,synthetic
2026-08-20T12:33:00,1408.0,45.2,57.1,0.98,0.201,1,synthetic
2026-08-20T12:34:00,1355.2,45.2,58.6,1.01,0.246,1,synthetic
2026-08-20T12:35:00,1464.1,35.2,58.8,0.71,0.098,0,synthetic
2026-08-20T12:36:00,1492.0,35.8,62.5,0.73,0.099,0,synthetic
2026-08-20T12:37:00,1523.4,35.4,61.6,0.68,0.11,0,synthetic
2026-08-20T12:38:00,1495.9,35.1,57.2,0.7,0.121,0,synthetic
2026-08-20T12:39:00,1492.0,35.2,63.5,0.76,0.108,0,synthetic
2026-08-20T12:40:00,1487.7,34.9,63.7,0.7,0.12,0,synthetic
2026-08-20T12:41:00,1516.6,35.8,60.0,0.75,0.091,0,synthetic
2026-08-20T12:42:00,1489.5,34.7,59.3,0.73,0.126,0,synthetic
2026-08-20T12:43:00,1497.0,36.0,57.9,0.68,0.112,0,synthetic
2026-08-20T12:44:00,1491.0,34.7,59.0,0.7,0.1,0,synthetic
2026-08-20T12:45:00,1485.4,34.9,63.0,0.73,0.133,0,synthetic
2026-08-20T12:46:00,1472.2,35.5,63.2,0.72,0.078,0,synthetic
2026-08-20T12:47:00,1523.8,35.4,62.9,0.75,0.105,0,synthetic
2026-08-20T12:48:00,1506.0,35.4,59.0,0.73,0.063,0,synthetic
2026-08-20T12:49:00,1510.7,35.5,58.4,0.65,0.097,0,synthetic
2026-08-20T12:50:00,1513.9,34.9,60.0,0.74,0.084,0,synthetic
2026-08-20T12:51:00,1520.0,35.2,56.8,0.76,0.114,0,synthetic
2026-08-20T12:52:00,1488.9,35.1,61.9,0.72,0.133,0,synthetic
2026-08-20T12:53:00,1493.6,35.4,59.1,0.76,0.072,0,synthetic
2026-08-20T12:54:00,1471.7,35.6,57.9,0.73,0.12,0,synthetic
2026-08-20T12:55:00,1498.2,35.6,56.8,0.72,0.111,0,synthetic
2026-08-20T12:56:00,1537.1,34.5,60.8,0.73,0.093,0,synthetic
2026-08-20T12:57:00,1493.3,35.0,59.1,0.75,0.109,0,synthetic
2026-08-20T12:58:00,1513.4,36.0,57.7,0.77,0.118,0,synthetic
2026-08-20T12:59:00,1507.8,35.1,53.6,0.76,0.073,0,synthetic
2026-08-20T13:00:00,1507.6,34.4,59.6,0.76,0.088,0,synthetic
2026-08-20T13:01:00,1518.3,35.5,62.5,0.74,0.109,0,synthetic
2026-08-20T13:02:00,1510.3,35.6,62.9,0.69,0.144,0,synthetic
2026-08-20T13:03:00,1487.8,35.5,59.2,0.72,0.095,0,synthetic
2026-08-20T13:04:00,1485.4,35.6,58.3,0.78,0.101,0,synthetic
2026-08-20T13:05:00,1507.3,36.1,62.0,0.73,0.062,0,synthetic
2026-08-20T13:06:00,1492.1,34.5,58.3,0.69,0.107,0,synthetic
2026-08-20T13:07:00,1503.8,34.9,59.8,0.74,0.129,0,synthetic
2026-08-20T13:08:00,1527.3,34.9,61.7,0.77,0.163,0,synthetic
2026-08-20T13:09:00,1458.4,35.9,61.8,0.74,0.089,0,synthetic
2026-08-20T13:10:00,1466.2,35.7,58.1,0.71,0.06,0,synthetic
2026-08-20T13:11:00,1500.6,36.4,59.9,0.66,0.094,0,synthetic
2026-08-20T13:12:00,1482.7,35.9,57.2,0.72,0.1,0,synthetic
2026-08-20T13:13:00,1511.9,34.8,58.9,0.64,0.087,0,synthetic
2026-08-20T13:14:00,1500.5,35.3,59.5,0.68,0.08,0,synthetic
2026-08-20T13:15:00,1488.4,34.7,60.7,0.71,0.114,0,synthetic
2026-08-20T13:16:00,1543.4,35.4,61.3,0.68,0.063,0,synthetic
2026-08-20T13:17:00,1493.6,35.6,59.0,0.7,0.095,0,synthetic
2026-08-20T13:18:00,1517.2,34.5,62.3,0.68,0.077,0,synthetic
2026-08-20T13:19:00,1519.1,35.0,58.9,0.74,0.096,0,synthetic
2026-08-20T13:20:00,1504.1,35.8,60.7,0.74,0.068,0,synthetic
2026-08-20T13:21:00,1491.7,36.2,58.8,0.74,0.156,0,synthetic
2026-08-20T13:22:00,1485.2,35.4,54.3,0.73,0.109,0,synthetic
2026-08-20T13:23:00,1504.1,36.0,61.6,0.76,0.109,0,synthetic
2026-08-20T13:24:00,1515.0,35.9,60.7,0.73,0.081,0,synthetic
2026-08-20T13:25:00,1487.3,34.8,60.3,0.73,0.106,0,synthetic
2026-08-20T13:26:00,1511.4,35.4,59.8,0.7,0.069,0,synthetic
2026-08-20T13:27:00,1502.3,35.2,60.8,0.71,0.06,0,synthetic
2026-08-20T13:28:00,1512.7,34.8,57.9,0.7,0.134,0,synthetic
2026-08-20T13:29:00,1495.5,35.4,58.6,0.75,0.102,0,synthetic
2026-08-20T13:30:00,1478.0,35.6,62.6,0.76,0.098,0,synthetic
2026-08-20T13:31:00,1479.4,35.7,57.5,0.74,0.088,0,synthetic
2026-08-20T13:32:00,1470.0,36.3,60.5,0.7,0.127,0,synthetic
2026-08-20T13:33:00,1504.9,35.8,57.5,0.71,0.127,0,synthetic
2026-08-20T13:34:00,1522.9,35.9,62.2,0.7,0.131,0,synthetic
2026-08-20T13:35:00,1492.5,34.8,59.1,0.71,0.062,0,synthetic
2026-08-20T13:36:00,1487.8,35.9,57.0,0.72,0.119,0,synthetic
2026-08-20T13:37:00,1478.1,35.1,63.7,0.69,0.136,0,synthetic
2026-08-20T13:38:00,1381.5,46.2,58.4,0.98,0.323,1,synthetic
2026-08-20T13:39:00,1376.4,44.5,58.4,0.98,0.294,1,synthetic
